direccion,localidad,latitud,longitud
"PRES DOMINGO SARMIENTO 1500, Lanús, Buenos Aires",Lanus,-34.7035153443482,-58.3858578952906
"ANATOLE FRANCE 900, Lanús, Buenos Aires",Lanus,-34.699872790692,-58.3792779517023
"HIPOLITO YRIGOYEN 6000, Lanús, Buenos Aires",Lanus,-34.731261194938575,-58.39654894188108
"VILLA DE LUJAN 1600, Lanús, Buenos Aires",Lanus,-34.714512320939,-58.373746879027
"GDOR FELIPE LLAVALLOL 300, Lanús, Buenos Aires",Lanus,-34.7035664030332,-58.3958646345811
"CARLOS GARDEL 200, Lanús, Buenos Aires",Lanus,-34.7092584895688,-58.3941830652039
"PASO DE LA PATRIA 600, Lanús, Buenos Aires",Lanus,-34.674315897523,-58.4033460108852
"DR ARTURO F MELO 4264, Lanús, Buenos Aires",Lanus,-34.73237278784859,-58.39960956969909
"MINISTRO BRIN 2900, Lanús, Buenos Aires",Lanus,-34.7057374096362,-58.3957790631635
"GDOR GRL JUAN J VIAMONTE 700, Lanús, Buenos Aires",Lanus,-34.700206528673604,-58.403097549611836
"DR LUIS A MASPERO 200, Lanús, Buenos Aires",Lanus,-34.7231738617115,-58.3971863405642
"TUYUTI 2800, Lanús, Buenos Aires",Lanus,-34.6739566232619,-58.4088813026354
"CJAL NOYA 1646, Lanús, Buenos Aires",Lanus,-34.693292482403486,-58.3989337430186
"EVA PERON 300, Lanús, Buenos Aires",Lanus,-34.70029177240977,-58.38966279748696
"VALPARAISO 1600, Lanús, Buenos Aires",Lanus,-34.66198861080301,-58.4049136651425
"LAS PIEDRAS 1500, Lanús, Buenos Aires",Lanus,-34.7119839006377,-58.3883284404032
"ZULOAGA 200, Lanús, Buenos Aires",Lanus,-34.716765479677,-58.395845102332
"HEROES DE MALVINAS 3900, Lanús, Buenos Aires",Lanus,-34.7360961286902,-58.3844165265168
"CNL IGNACIO WARNES 1500, Lanús, Buenos Aires",Lanus,-34.6961859498831,-58.4110883261778
"RESISTENCIA 500, Lanús, Buenos Aires",Lanus,-34.6939736627729,-58.3915430107622
"SAAVEDRA 1019, Campana, Buenos Aires",Campana,-34.17651705823607,-58.95134460699151
"JUJUY 1200, Lanús, Buenos Aires",Lanus,-34.6893198342708,-58.3954085040186
"GRL O HIGGINS 2000, Lanús, Buenos Aires",Lanus,-34.7092533367591,-58.3883330979629
"TUCUMAN 1028, Lanús, Buenos Aires",Lanus,-34.70470448930678,-58.38889797423584
"CNL CHILAVER, Lanús, Buenos Aires",Lanus,-34.744136154684654,-58.36751264084475
"NESTOR DE LA PENA 3600, Lanús, Buenos Aires",Lanus,-34.7405013609489,-58.3747771612453
"ITAPIRU 500, Lanús, Buenos Aires",Lanus,-34.67975371129255,-58.42079175144562
"TUYUTI 1300, Lanús, Buenos Aires",Lanus,-34.685344016081,-58.3966963752534
"DR ARTURO F MELO 2600, Lanús, Buenos Aires",Lanus,-34.7319779905413,-58.399518801733265
"JOSE IGNACIO RUCCI 900, Lanús, Buenos Aires",Lanus,-34.6745651608128,-58.4080353100942
"VELEZ SARSFIELD 2700, Lanús, Buenos Aires",Lanus,-34.7024707052276,-58.3905258380169
"GRL DEHEZA 3800, Lanús, Buenos Aires",Lanus,-34.733122935901,-58.3885793597227
"29 DE SEPTIEMBRE 2100, Lanús, Buenos Aires",Lanus,-34.7076911549468,-58.3904971101341
"BRASIL 34, Lanús, Buenos Aires",Lanus,-34.68413675174035,-58.38678085427018
"JOSE BOLANOS 700, Lanús, Buenos Aires",Lanus,-34.6943284613283,-58.3821440666644
"CNL PRINGLES 2400, Lanús, Buenos Aires",Lanus,-34.73193180045676,-58.34535614720667
"SALTA 1936, Lanús, Buenos Aires",Lanus,-34.71063597396928,-58.38515744708393
"DR ARTURO F MELO 2900, Lanús, Buenos Aires",Lanus,-34.7057019954719,-58.3944591712881
"2 DE MAYO 2700, Lanús, Buenos Aires",Lanus,-34.7025418733561,-58.397196238195
"TUCUMAN 1400, Lanús, Buenos Aires",Lanus,-34.7074886584934,-58.3850712855576
"LAS PIEDRAS 1700, Lanús, Buenos Aires",Lanus,-34.7134092930653,-58.3863641907938
"CNL PRINGLES 44, Lanús, Buenos Aires",Lanus,-34.6976529636821,-58.39123439509248
"DR ARTURO F MELO 3700, Lanús, Buenos Aires",Lanus,-34.7155019280757,-58.3955551920501
"BUERAS, Lanús, Buenos Aires",Lanus,-34.7288072969703,-58.336380830626894
"TUCUMAN 1200, Lanús, Buenos Aires",Lanus,-34.7061786441599,-58.386875714375
"RESISTENCIA 1400, Lanús, Buenos Aires",Lanus,-34.6865817475947,-58.4002780420935
"LOMAS VALENTINAS 700, Lanús, Buenos Aires",Lanus,-34.6676655779277,-58.4139399609388
"ENRIQUE DEL VALLE IBERLUCEA 5200, Lanús, Buenos Aires",Lanus,-34.7339089422928,-58.3983796434739
"CHACO 1900, Lanús, Buenos Aires",Lanus,-34.6841886665178,-58.4061466136445
"TUYUTI 700, Lanús, Buenos Aires",Lanus,-34.6894791264262,-58.3910843915693
"JUJUY 2200, Lanús, Buenos Aires",Lanus,-34.6970353718383,-58.4050482599792
"JUAN PINEIRO 150, Lanús, Buenos Aires",Lanus,-34.70671973940425,-58.3937547693283
"RAMON CABRERO 1800, Lanús, Buenos Aires",Lanus,-34.714894172101,-58.3861934462577
"LOPEZ VICENTE 800, Campana, Buenos Aires",Campana,-34.17169246126,-58.9463272485812
"DR ARTURO F MELO 2800, Lanús, Buenos Aires",Lanus,-34.73202544214074,-58.39952971134454
"LUIS MARIA DRAGO 1700, Lanús, Buenos Aires",Lanus,-34.6976129643256,-58.3948118897185
"ONCATIVO 1200, Lanús, Buenos Aires",Lanus,-34.714028742999176,-58.390875376395144
"GRL JUAN E PEDERNERA 3200, Lanús, Buenos Aires",Lanus,-34.7303556009788,-58.381755331527
"DR ALFREDO PALACIOS 2900, Lanús, Buenos Aires",Lanus,-34.67421039213778,-58.40181405646807
"SENADOR PALLARES 2700, Lanús, Buenos Aires",Lanus,-34.6738893719252,-58.4072958161372
"GDOR GRL JUAN J VIAMONTE 1010, Lanús, Buenos Aires",Lanus,-34.69781117411043,-58.406059003592986
"SANTIAGO DEL ESTERO 300, Lanús, Buenos Aires",Lanus,-34.71054695372657,-58.409285335900464
"MANUEL OCAMPO 1200, Lanús, Buenos Aires",Lanus,-34.6923864131225,-58.4031187267494
"PRES SANTIAGO DERQUI 790, Lanús, Buenos Aires",Lanus,-34.70692641947924,-58.4038359084337
"2 DE MAYO 2400, Lanús, Buenos Aires",Lanus,-34.699254514616,-58.3973131047068
"BOLIVIA 2100, Lanús, Buenos Aires",Lanus,-34.6984229664273,-58.4013687258309
"GDOR FELIPE LLAVALLOL 363, Lanús, Buenos Aires",Lanus,-34.703576389235664,-58.39668516508976
"VELEZ SARSFIELD 2900, Lanús, Buenos Aires",Lanus,-34.705387555318,-58.3904380567336
"GRL DEHEZA 1000, Lanús, Buenos Aires",Lanus,-34.73581158870219,-58.38860951632405
"GRL O HIGGINS 1700, Lanús, Buenos Aires",Lanus,-34.7068866342874,-58.3858906232966
"GDOR CARLOS TEJEDOR 77, Lanús, Buenos Aires",Lanus,-34.70240464992559,-58.39297607831438
"SAN MARTIN 400, Campana, Buenos Aires",Campana,-34.168953034215704,-58.96093382847664
"ENRIQUE DEL VALLE IBERLUCEA 4975, Lanús, Buenos Aires",Lanus,-34.73133918179299,-58.39794654907227
"EVA PERON 2900, Lanús, Buenos Aires",Lanus,-34.7174298414626,-58.368155670507
"JUAN B JUSTO 1600, Lanús, Buenos Aires",Lanus,-34.71312335321955,-58.375700539540404
"VELEZ SARSFIELD 2630, Lanús, Buenos Aires",Lanus,-34.701644415645504,-58.39054287285181
"LITUANIA 2700, Lanús, Buenos Aires",Lanus,-34.7111457152039,-58.414404039042
"CORONEL RICO, Lanús, Buenos Aires",Lanus,-34.6998623021189,-58.391291554059805
"PICHINCHA 1300, Lanús, Buenos Aires",Lanus,-34.7021061733181,-58.3801885020472
"URIARTE 65, Lanús, Buenos Aires",Lanus,-34.73565014174695,-58.395133040725696
"BOLIVIA 1472, Lanús, Buenos Aires",Lanus,-34.69379638761868,-58.39485887656154
"EVA PERON 1534, Lanús, Buenos Aires",Lanus,-34.70663241661304,-58.38215263320657
"AV GRL SAN MARTIN 2800, Lanús, Buenos Aires",Lanus,-34.692842677190576,-58.40502954843538
"CARLOS GARDEL 1200, Lanús, Buenos Aires",Lanus,-34.7070706276359,-58.4094722665822
"PRES SANTIAGO DERQUI 709, Lanús, Buenos Aires",Lanus,-34.70710021598574,-58.40229807742479
"CNL RAMOS 100, Lanús, Buenos Aires",Lanus,-34.7012971345168,-58.3905500324201
"EVA PERON 1136, Lanús, Buenos Aires",Lanus,-34.70379935845284,-58.385516209592026
"CNL PRINGLES 2300, Lanús, Buenos Aires",Lanus,-34.73192695127248,-58.34536274317895
"MINISTRO BRIN, Lanús, Buenos Aires",Lanus,-34.71849103531435,-58.397283993122
"PRES JULIO A ROCA 300, Lanús, Buenos Aires",Lanus,-34.7327821027229,-58.3982697152783
"2 DE MAYO 2549, Lanús, Buenos Aires",Lanus,-34.700930941197036,-58.397264125537255
"JUAN PINEIRO, Lanús, Buenos Aires",Lanus,-34.706721065869104,-58.398011301478405
"PRES SANTIAGO DERQUI 700, Lanús, Buenos Aires",Lanus,-34.70621761718351,-58.408796685031994
"GDOR CARLOS TEJEDOR 43, Lanús, Buenos Aires",Lanus,-34.7023888783026,-58.39249173931177
"URIARTE 639, Lanús, Buenos Aires",Lanus,-34.73427667735577,-58.40362464384561
"GRL JUAN E PEDERNERA 1600, Lanús, Buenos Aires",Lanus,-34.72836350766802,-58.379547650305774
"COLON 600, Campana, Buenos Aires",Campana,-34.168168246417,-58.9562037123167
"CNL SAYOS 1051, Lanús, Buenos Aires",Lanus,-34.6958481626619,-58.4045323442636
"VICENTE LOPEZ Y PLANES 1061, Lanús, Buenos Aires",Lanus,-34.70361715291402,-58.38739996459014
"LOPEZ PINON (ESQUINA FRENCH), Campana, Buenos Aires",Campana,-34.1946500923798,-58.9690859349335
"GDOR FELIPE LLAVALLOL 9, Lanús, Buenos Aires",Lanus,-34.70345751876446,-58.39194892510475
"SITIO DE MONTEVIDEO 1200, Lanús, Buenos Aires",Lanus,-34.7069555297083,-58.3876900929622
"GDOR UDAONDO 1600, Lanús, Buenos Aires",Lanus,-34.6955023434494,-58.3953764532917
"MANUEL CORVALAN 1400, Lanús, Buenos Aires",Lanus,-34.7265599166,-58.3541255423532
"VELEZ SARSFIELD 2658, Lanús, Buenos Aires",Lanus,-34.70197972156288,-58.39053596016518
"RCA DEL LIBANO 153, Lanús, Buenos Aires",Lanus,-34.68915021158894,-58.37751751709694
"GDOR UDAONDO 1341, Lanús, Buenos Aires",Lanus,-34.69348067920799,-58.39285133106919
"MARGARITA WEILD 1900, Lanús, Buenos Aires",Lanus,-34.7140659297934,-58.3835462977209
"JOSE MARMOL 1000, Lanús, Buenos Aires",Lanus,-34.71416248199878,-58.39964257756279
"MINISTRO BRIN 2656, Lanús, Buenos Aires",Lanus,-34.70202405286591,-58.395925814925526
"MIGUEL CANE 836, Lanús, Buenos Aires",Lanus,-34.70978486380685,-58.40530035463063
"HERNANDO DE MAGALLANES 800, Lanús, Buenos Aires",Lanus,-34.732863389588665,-58.41028453409132
"MONS ROMULO DI GIORNO 123, Lanús, Buenos Aires",Lanus,-34.72452204484585,-58.3966073128505
"LUIS MARIA DRAGO 1743, Lanús, Buenos Aires",Lanus,-34.69795030875091,-58.39520291463974
"DIPUTADO PEDRERA 1830, Lanús, Buenos Aires",Lanus,-34.6809477819563,-58.40460871835723
"RAMON FRANCO, Lanús, Buenos Aires",Lanus,-34.73237464886745,-58.41300024009715
"SALTA 1900, Lanús, Buenos Aires",Lanus,-34.710352022482,-58.3848628184811
"GRL LAVALLEJA 3200, Lanús, Buenos Aires",Lanus,-34.7077732401824,-58.4111881004548
"FORMOSA 1100, Lanús, Buenos Aires",Lanus,-34.6898235604263,-58.3980721627003
"MANUEL MAZA 1400, Lanús, Buenos Aires",Lanus,-34.6979492213174,-58.4097667704399
"AZOPARDO 100, Lanús, Buenos Aires",Lanus,-34.73670139540954,-58.384626473490044
"EVA PERON 1200, Lanús, Buenos Aires",Lanus,-34.7043105838412,-58.3849011753346
"25 DE MAYO 91, Lanús, Buenos Aires",Lanus,-34.708104108755414,-58.392725387143344
"MANUEL OCAMPO 500, Lanús, Buenos Aires",Lanus,-34.6975574387297,-58.3967554357256
"ENRIQUE DEL VALLE IBERLUCEA 4959, Lanús, Buenos Aires",Lanus,-34.73118512511805,-58.39791210338919
"MIGUEL CANE 800, Lanús, Buenos Aires",Lanus,-34.710119247791866,-58.40282163823989
"JUAN B JUSTO 1586, Lanús, Buenos Aires",Lanus,-34.71303548137981,-58.37561041946775
"ANATOLE FRANCE 1300, Lanús, Buenos Aires",Lanus,-34.7028472683406,-58.3830552045013
"GDOR UDAONDO 1877, Lanús, Buenos Aires",Lanus,-34.697380297657915,-58.39841915276312
"25 DE MAYO 837, Lanús, Buenos Aires",Lanus,-34.70580013242849,-58.40499556437398
"MIGUEL CANE, Lanús, Buenos Aires",Lanus,-34.7109438974274,-58.3972611259162
"VALENTIN CORCUERA 31, Lanús, Buenos Aires",Lanus,-34.72838256582351,-58.396327729113004
"HIPOLITO BOUCHARD 200, Lanús, Buenos Aires",Lanus,-34.6893098345521,-58.3860198532747
"MINISTRO BRIN 3202, Lanús, Buenos Aires",Lanus,-34.71003505745444,-58.395458739046255
"DR ARTURO F MELO 2536, Lanús, Buenos Aires",Lanus,-34.700713845101255,-58.39467241151119
"GRL O HIGGINS 1726, Lanús, Buenos Aires",Lanus,-34.70710255327321,-58.38607619968085
"MARGARITA WEILD 1432, Lanús, Buenos Aires",Lanus,-34.710720110237204,-58.388197831550706
"ANATOLE FRANCE 1843, Lanús, Buenos Aires",Lanus,-34.707288539944,-58.38804379560996
"DR ARTURO F MELO 3022, Lanús, Buenos Aires",Lanus,-34.70827842032456,-58.39397047439061
"HIPOLITO YRIGOYEN 6600, Lanús, Buenos Aires",Lanus,-34.7317681169071,-58.3966574336637
"DR DOMINGO N BASAVILBASO 1957, Lanús, Buenos Aires",Lanus,-34.709419437826504,-58.3872633918636
"CARABAGLIA, Cañuelas, Buenos Aires",Cañuelas,-35.06411337722085,-58.7734143729995
"JOSE MARMOL 314, Lanús, Buenos Aires",Lanus,-34.714036277627976,-58.396603211633284
"SARMIENTO 1187, Cañuelas, Buenos Aires",Cañuelas,-35.053119128701965,-58.75099516859259
"JUAREZ 100, Cañuelas, Buenos Aires",Cañuelas,-35.05071683685755,-58.7716235759519
"GRL MACHAINT 3700, Lanús, Buenos Aires",Lanus,-34.7148763562326,-58.3998118232678
"GRL GUEMES 800, Lanús, Buenos Aires",Lanus,-34.6911720169662,-58.3854024523868
"QUIRNO COSTA 700, Lanús, Buenos Aires",Lanus,-34.7295993085891,-58.4022940043784
"CAMILO V CAVOUR 3900, Lanús, Buenos Aires",Lanus,-34.7177080610317,-58.3982269109381
"ANATOLE FRANCE 958, Lanús, Buenos Aires",Lanus,-34.70029640198379,-58.37981192678896
"PERU, Cañuelas, Buenos Aires",Cañuelas,-35.0393599260907,-58.74161713369495
"BRANDSEN 1300, Cañuelas, Buenos Aires",Cañuelas,-35.0518886324312,-58.7666759986658
"RICARDO ROJAS, Cañuelas, Buenos Aires",Cañuelas,-35.03974070082595,-58.772521074359204
"PRES QUINTANA 331, Lanús, Buenos Aires",Lanus,-34.70992514218845,-58.3961265844136
"PITAGORAS 3548, Lanús, Buenos Aires",Lanus,-34.717727691054144,-58.35515518812997
"GRL O HIGGINS 1523, Lanús, Buenos Aires",Lanus,-34.70535071721005,-58.3841961184114
"JOSE BOLANOS 2900, Lanús, Buenos Aires",Lanus,-34.710837449778,-58.3612367752278
"MORENO, Cañuelas, Buenos Aires",Cañuelas,-35.020182831179696,-58.72774422501185
"EL SALVADOR AV, Cañuelas, Buenos Aires",Cañuelas,-35.02720127605716,-58.743376722176805
"TUCUMAN 89, Lanús, Buenos Aires",Lanus,-34.703948962290184,-58.39063230223692
"DR DOMINGO N BASAVILBASO 400, Lanús, Buenos Aires",Lanus,-34.6973224084346,-58.3723835608476
"AZCUENAGA 1300, Cañuelas, Buenos Aires",Cañuelas,-35.044737363878845,-58.76336347106414
"FLORIDA, Cañuelas, Buenos Aires",Cañuelas,-35.0555526729392,-58.7680112123347
"LARREA, Cañuelas, Buenos Aires",Cañuelas,-35.0415077554195,-58.76133676894945
"BERON DE ASTRADA 2600, Lanús, Buenos Aires",Lanus,-34.7225488245179,-58.3796042182663
"AMANCIO ALCORTA 300, Lanús, Buenos Aires",Lanus,-34.7003687480275,-58.3960136703881
"MANUEL QUINDIMIL 800, Lanús, Buenos Aires",Lanus,-34.692168037542665,-58.39931239763537
"SATURNINO SEGUROLA, Lanús, Buenos Aires",Lanus,-34.70003076919555,-58.389183141396245
"TUCUMAN 1636, Lanús, Buenos Aires",Lanus,-34.709047978920765,-58.382893199187706
"JUAN RUIZ DE OCANA 3353, Lanús, Buenos Aires",Lanus,-34.71459799058448,-58.40939327384987
"PAPA FRANCISCO, Cañuelas, Buenos Aires",Cañuelas,-35.063611592065556,-58.7603397510826
"JOSE MARIA MORENO 2100, Lanús, Buenos Aires",Lanus,-34.6945582478587,-58.4196856916623
"SANTIAGO DEL ESTERO 3400, Lanús, Buenos Aires",Lanus,-34.71157141968008,-58.40948806360648
"COTAGAITA 2300, Lanús, Buenos Aires",Lanus,-34.742159940999144,-58.37358510130764
"OLAVARRIA, Cañuelas, Buenos Aires",Cañuelas,-35.053137192688496,-58.77108414000285
"GUIDO, Cañuelas, Buenos Aires",Cañuelas,-35.01790186679415,-58.72633721802661
"SATURNINO SEGUROLA 1400, Lanús, Buenos Aires",Lanus,-34.6984603765036,-58.3885035047858
"RAUL SCALABRINI ORTIZ 200, Lanús, Buenos Aires",Lanus,-34.721690576260855,-58.398635292942615
"LA RIOJA 813, Lanús, Buenos Aires",Lanus,-34.6806836622717,-58.39824237584219
"ENRIQUE DEL VALLE IBERLUCEA 5100, Lanús, Buenos Aires",Lanus,-34.73387097147087,-58.39836919259401
"CNL LACARRA 1200, Lanús, Buenos Aires",Lanus,-34.6971298601373,-58.389469141097166
"FLORES DE ESTRADA 5100, Lanús, Buenos Aires",Lanus,-34.7332259221387,-58.3956042467322
"BRAILE, Cañuelas, Buenos Aires",Cañuelas,-35.064417199500454,-58.7601022774341
"RAWSON, Cañuelas, Buenos Aires",Cañuelas,-35.05124445809895,-58.774332679895096
"AMANCIO ALCORTA 320, Lanús, Buenos Aires",Lanus,-34.70037766121923,-58.396259464906265
"JUAN PINEIRO 42, Lanús, Buenos Aires",Lanus,-34.70675570049584,-58.392286478447154
"ARTURO M BAS 200, Lanús, Buenos Aires",Lanus,-34.73148953770575,-58.39869307927145
"URIARTE 447, Lanús, Buenos Aires",Lanus,-34.73472757645236,-58.40086922415379
"MARCO AVELLANEDA, Lanús, Buenos Aires",Lanus,-34.7258166420508,-58.4069790284043
"TUCUMAN 2000, Lanús, Buenos Aires",Lanus,-34.7116387144706,-58.3792713522666
"VELEZ SARSFIELD 2600, Lanús, Buenos Aires",Lanus,-34.7012971345168,-58.3905500324201
"JOSE MARIA MORENO, Lanús, Buenos Aires",Lanus,-34.69542217893285,-58.41837122596985
"TTE JORGE A RANGUGNI 3400, Lanús, Buenos Aires",Lanus,-34.7115130847909,-58.4013695751775
"RICARDO ROJAS 100, Cañuelas, Buenos Aires",Cañuelas,-35.04261962664782,-58.76891139961944
"CASTRO BARROS 600, Lanús, Buenos Aires",Lanus,-34.7114398900454,-58.4018378911213
"OSCAR F ALAJARIN, Lanús, Buenos Aires",Lanus,-34.7319394268249,-58.401359200334
"GRL JUAN O BRIEN 33, Lanús, Buenos Aires",Lanus,-34.718294100181225,-58.394232628258784
"RCA ORIENTAL DEL URUGUAY (ESQUINA MACUNA), Cañuelas, Buenos Aires",Cañuelas,-35.0481379755695,-58.7502221371374
"SALTA 1119, Cañuelas, Buenos Aires",Cañuelas,-35.05514743420144,-58.74910843928191
"MINISTRO BRIN 2364, Lanús, Buenos Aires",Lanus,-34.6990390562087,-58.39609078216464
"DR ARTURO F MELO 4469, Lanús, Buenos Aires",Lanus,-34.725297161111584,-58.39762382047962
"RIVADAVIA, Cañuelas, Buenos Aires",Cañuelas,-35.04699892890355,-58.76812647341175
"PRES JULIO A ROCA 323, Lanús, Buenos Aires",Lanus,-34.73272952306583,-58.398579536089535
"JUAN DE GARAY 200, Lanús, Buenos Aires",Lanus,-34.7268804353494,-58.3979774240243
"JOSE MARIA MORENO 607, Lanús, Buenos Aires",Lanus,-34.70157017207779,-58.40103746612432
"JOSE BOLANOS 400, Lanús, Buenos Aires",Lanus,-34.6923125629321,-58.38439562033558
"GRL DEHEZA 3045, Lanús, Buenos Aires",Lanus,-34.726639117865496,-58.38383153202598
"CNL AGUILAR 2900, Lanús, Buenos Aires",Lanus,-34.73318899742981,-58.37939703363114
"9 DE JULIO 227, Cañuelas, Buenos Aires",Cañuelas,-35.054984202212154,-58.765784060902526
"GRL MADARIAGA 1127, Lanús, Buenos Aires",Lanus,-34.70837286824244,-58.3735217828384
"GRL DONOVAN 1400, Lanús, Buenos Aires",Lanus,-34.7004636918127,-58.387866078134
"SENADOR PALLARES, Lanús, Buenos Aires",Lanus,-34.6884756745653,-58.39078182395175
"MANUEL OCAMPO 723, Lanús, Buenos Aires",Lanus,-34.69587755462705,-58.39882804333621
"MONSENOR SCHELL, Cañuelas, Buenos Aires",Cañuelas,-35.060237835214,-58.7532758572485
"PRES DOMINGO SARMIENTO 700, Lanús, Buenos Aires",Lanus,-34.69766573739,-58.3783769631108
"GDOR CARLOS TEJEDOR 100, Lanús, Buenos Aires",Lanus,-34.7024148550934,-58.3932894741396
"MINISTRO BRIN 4219, Lanús, Buenos Aires",Lanus,-34.72199905808769,-58.39802202262596
"FLORES DE ESTRADA 5015, Lanús, Buenos Aires",Lanus,-34.732123500415646,-58.39536362048606
"FORMOSA 819, Lanús, Buenos Aires",Lanus,-34.69221286052003,-58.3952711513122
"ENRIQUE DEL VALLE IBERLUCEA 4891, Lanús, Buenos Aires",Lanus,-34.73057607798624,-58.39777574176719
"SAN MARTIN 260, Cañuelas, Buenos Aires",Cañuelas,-35.056595023646494,-58.763152717572225
"MAIPU 110, Cañuelas, Buenos Aires",Cañuelas,-35.06526833966109,-58.7553831631499
"ARTURO M BAS 100, Lanús, Buenos Aires",Lanus,-34.73166919185625,-58.3973278256303
"JOSE IGNACIO RUCCI 3200, Lanús, Buenos Aires",Lanus,-34.6885831828575,-58.4329914687003
"GRL DEHEZA 1900, Lanús, Buenos Aires",Lanus,-34.736081429502526,-58.38860961954754
"MAIPU, Cañuelas, Buenos Aires",Cañuelas,-35.07511293064415,-58.76691518321705
"PDTE ARTURO ILLIA 1260, Lanús, Buenos Aires",Lanus,-34.70582431649827,-58.3854617876647
"RIVADAVIA 2000, Cañuelas, Buenos Aires",Cañuelas,-35.04807132673106,-58.766794865304576
"B MITRE 1000, Cañuelas, Buenos Aires",Cañuelas,-35.0512146351918,-58.7612479593646
"MINISTRO BRIN 3400, Lanús, Buenos Aires",Lanus,-34.7122932578414,-58.3959365911927
"JOSE MARIA MORENO 496, Lanús, Buenos Aires",Lanus,-34.701517145925926,-58.39915878868975
"EVA PERON 201, Lanús, Buenos Aires",Lanus,-34.70076283432481,-58.389099769811615
"PDTE RAUL ALFONSIN 1385, Lanús, Buenos Aires",Lanus,-34.701220703052186,-58.3778577040529
"CHACO 1300, Lanús, Buenos Aires",Lanus,-34.6888803627441,-58.4010583046082
"SAN MARTIN (ESQUINA CALLE MORENO), Cañuelas, Buenos Aires",Cañuelas,-35.0563050354602,-58.7628114645237
"GDOR FELIPE LLAVALLOL 800, Lanús, Buenos Aires",Lanus,-34.703672009575,-58.4028212538813
"BRASIL 422, Lanús, Buenos Aires",Lanus,-34.68056934018902,-58.39108921081008
"MONS ROMULO DI GIORNO 204, Lanús, Buenos Aires",Lanus,-34.724404509218914,-58.39746892093263
"JOSE MARIA MORENO 260, Lanús, Buenos Aires",Lanus,-34.701412904696525,-58.39541819633713
"STO CABRAL (ESQUINA RIVADAVIA), Cañuelas, Buenos Aires",Cañuelas,-35.0474079854404,-58.7676185523913
"SAN VICENTE 977, Cañuelas, Buenos Aires",Cañuelas,-35.050052939487344,-58.75950562930683
"LITUANIA 1100, Lanús, Buenos Aires",Lanus,-34.7249276239452,-58.4041305353533
"GDOR GRL JUAN J VIAMONTE 720, Lanús, Buenos Aires",Lanus,-34.69991388125967,-58.40345771764454
"RAMON FRANCO 3370, Lanús, Buenos Aires",Lanus,-34.72620124264137,-58.40115858138091
"SANTIAGO DEL ESTERO 1662, Lanús, Buenos Aires",Lanus,-34.691962671580235,-58.400878987016554
"LA RIOJA 2300, Cañuelas, Buenos Aires",Cañuelas,-35.0406190541303,-58.7419830264045
